Product_ID,Date,Store_ID,Sales_Quantity,Price,Promotions,Seasonality_Factors,External_Factors,Demand_Trend,Customer_Segments
9677,03-02-2024,90,220,75.91,Yes,None,None,Decreasing,Regular
2784,11-10-2024,75,50,17.28,No,None,Weather,Decreasing,Premium
7805,20-03-2024,53,79,21.05,No,Festival,Competitor Pricing,Decreasing,Premium
1400,12-12-2024,23,220,63.81,No,Holiday,Weather,Increasing,Regular
4403,24-12-2024,68,478,30.93,Yes,Holiday,Competitor Pricing,Stable,Regular
8174,22-03-2024,73,279,52.69,No,Festival,None,Decreasing,Premium
8161,12-07-2024,12,257,28.96,No,None,Economic Indicator,Stable,Budget
3056,30-07-2024,13,391,8.61,No,None,Economic Indicator,Decreasing,Premium
6103,25-09-2024,3,117,75.08,Yes,Holiday,Weather,Increasing,Budget
8211,07-12-2024,82,12,38.48,Yes,None,Economic Indicator,Decreasing,Budget
7014,14-09-2024,19,392,56.26,Yes,Holiday,Economic Indicator,Decreasing,Premium
6128,04-11-2024,75,233,36.74,No,None,Weather,Increasing,Regular
1132,08-08-2024,34,259,60.57,Yes,Festival,Competitor Pricing,Stable,Premium
6939,19-06-2024,86,437,46.18,No,Holiday,Competitor Pricing,Stable,Budget
6740,21-03-2024,12,210,73.51,Yes,Festival,Competitor Pricing,Stable,Budget
4687,10-12-2024,28,54,5.51,Yes,Festival,Weather,Increasing,Premium
8515,02-10-2024,22,207,5.21,Yes,Festival,None,Increasing,Regular
2029,27-10-2024,52,97,71.18,Yes,Festival,Weather,Stable,Budget
1251,16-08-2024,27,76,51.15,Yes,None,Competitor Pricing,Decreasing,Premium
6656,14-06-2024,29,173,18.4,Yes,Festival,Economic Indicator,Stable,Regular
3214,22-07-2024,9,184,44.24,Yes,Festival,Competitor Pricing,Increasing,Premium
8845,31-10-2024,28,50,70.34,Yes,Festival,Weather,Decreasing,Regular
5442,30-09-2024,10,279,24.79,Yes,None,Economic Indicator,Stable,Regular
5334,21-06-2024,49,461,7.31,No,None,Competitor Pricing,Increasing,Budget
7018,21-04-2024,2,355,47.17,No,None,Weather,Increasing,Budget
5483,02-12-2024,28,15,5.51,Yes,Festival,Weather,Decreasing,Premium
8491,23-07-2024,94,76,55.9,No,None,Competitor Pricing,Decreasing,Regular
1853,15-04-2024,39,225,62.32,No,Festival,Competitor Pricing,Decreasing,Regular
3759,30-06-2024,9,138,91.79,Yes,None,None,Stable,Regular
1112,25-10-2024,50,307,96.54,No,Festival,Competitor Pricing,Stable,Premium
1933,27-04-2024,6,185,82.42,No,Festival,Weather,Stable,Budget
4403,25-05-2024,15,399,8.14,No,None,Weather,Increasing,Regular
8537,22-04-2024,42,477,24.86,No,None,Competitor Pricing,Decreasing,Budget
5768,26-11-2024,23,232,51.15,No,Festival,Weather,Decreasing,Regular
6049,10-06-2024,53,338,98.48,No,Holiday,None,Increasing,Regular
6151,10-02-2024,58,290,52.27,No,Festival,None,Decreasing,Premium
7072,02-08-2024,67,457,31.06,Yes,None,Economic Indicator,Increasing,Premium
5687,01-03-2024,77,391,67.74,No,None,Weather,Stable,Budget
6838,12-04-2024,22,390,92.89,Yes,None,None,Stable,Regular
5245,09-11-2024,19,218,34.51,Yes,Festival,Economic Indicator,Decreasing,Premium
2848,21-12-2024,31,480,50.67,Yes,Holiday,Economic Indicator,Increasing,Premium
4412,12-05-2024,87,195,16.98,No,None,Economic Indicator,Stable,Regular
8059,22-04-2024,30,197,43.05,No,Festival,Weather,Stable,Budget
2538,14-12-2024,19,212,64.38,Yes,None,Economic Indicator,Stable,Premium
2339,01-01-2024,91,293,7.18,No,Holiday,Economic Indicator,Decreasing,Budget
2157,28-06-2024,57,6,32.1,No,Holiday,Economic Indicator,Stable,Premium
8348,28-08-2024,88,436,10.11,Yes,None,Economic Indicator,Increasing,Regular
2989,30-05-2024,52,80,85.42,Yes,Festival,Economic Indicator,Stable,Budget
1250,22-10-2024,11,417,80.5,No,Festival,Economic Indicator,Stable,Premium
6176,01-06-2024,45,385,52.93,No,Festival,Competitor Pricing,Increasing,Regular
5494,04-07-2024,81,236,31.2,Yes,Festival,Weather,Increasing,Premium
9790,21-06-2024,66,42,84.08,No,None,Competitor Pricing,Increasing,Regular
9449,01-07-2024,38,383,63.56,Yes,Festival,Competitor Pricing,Decreasing,Premium
3917,06-12-2024,14,376,40.73,Yes,Festival,None,Increasing,Premium
3604,03-03-2024,78,219,77.93,No,None,Competitor Pricing,Increasing,Premium
5494,26-08-2024,91,293,67.55,Yes,None,Weather,Stable,Premium
8753,04-04-2024,54,191,41.37,No,Holiday,None,Increasing,Regular
6542,01-08-2024,88,481,77.23,No,None,Weather,Increasing,Regular
9425,12-09-2024,31,328,20.45,Yes,Holiday,Weather,Decreasing,Premium
2335,10-03-2024,57,223,7.41,Yes,None,None,Decreasing,Budget
2444,16-01-2024,85,236,22.44,Yes,Festival,Competitor Pricing,Decreasing,Regular
5028,16-03-2024,1,392,69.97,Yes,Festival,Weather,Increasing,Premium
2187,10-06-2024,4,89,46.16,No,None,None,Decreasing,Regular
1077,15-11-2024,6,382,96.23,Yes,Festival,None,Decreasing,Budget
8128,13-09-2024,51,28,54.22,Yes,None,None,Decreasing,Regular
5185,11-02-2024,24,371,99.22,No,Festival,Competitor Pricing,Increasing,Premium
9253,30-01-2024,3,57,50.66,Yes,None,Economic Indicator,Increasing,Budget
1854,18-12-2024,86,308,53.18,Yes,Holiday,None,Decreasing,Budget
9787,07-12-2024,8,398,51.28,Yes,Festival,None,Decreasing,Regular
7916,02-11-2024,19,221,15.18,Yes,Festival,Economic Indicator,Stable,Regular
5214,14-09-2024,94,448,28.9,No,Holiday,Weather,Stable,Budget
4368,06-05-2024,62,300,29.14,No,Festival,Economic Indicator,Stable,Budget
6948,19-11-2024,62,148,62.39,Yes,Holiday,Economic Indicator,Decreasing,Budget
8048,05-11-2024,11,211,70.36,Yes,None,None,Increasing,Budget
9376,11-09-2024,28,140,56.38,Yes,None,Economic Indicator,Stable,Budget
1440,19-05-2024,98,23,30.07,Yes,Holiday,Competitor Pricing,Decreasing,Budget
7490,03-07-2024,55,317,83.14,No,Holiday,None,Stable,Budget
8811,31-07-2024,58,43,25.09,No,Holiday,None,Stable,Budget
7191,12-06-2024,80,76,29.02,No,Festival,Weather,Decreasing,Regular
9191,18-08-2024,80,356,82.15,No,Holiday,Economic Indicator,Increasing,Regular
6370,07-05-2024,4,353,62.27,Yes,None,None,Stable,Budget
4169,22-10-2024,37,92,41.48,No,None,Weather,Stable,Premium
6945,24-06-2024,34,111,93.07,Yes,None,Economic Indicator,Decreasing,Regular
3743,19-01-2024,78,495,69.35,Yes,None,None,Decreasing,Budget
9235,20-07-2024,78,466,50.83,No,Festival,Weather,Increasing,Budget
8353,13-01-2024,5,83,72.77,No,None,Economic Indicator,Decreasing,Premium
7823,19-11-2024,40,225,86.18,No,None,Weather,Increasing,Premium
5770,22-11-2024,85,380,98.07,Yes,None,Economic Indicator,Increasing,Budget
6876,29-08-2024,18,451,9.47,Yes,Festival,None,Decreasing,Budget
2670,05-12-2024,91,77,42.75,No,Festival,None,Decreasing,Regular
1518,09-04-2024,87,340,47.4,Yes,None,Economic Indicator,Increasing,Premium
9462,06-09-2024,89,222,33.5,Yes,None,Competitor Pricing,Decreasing,Budget
8887,11-08-2024,91,426,20.24,No,Holiday,Weather,Stable,Budget
7196,07-05-2024,41,421,37.1,No,Holiday,Economic Indicator,Increasing,Regular
4752,02-10-2024,5,233,47.65,No,None,None,Stable,Regular
8187,21-03-2024,50,195,30.63,No,None,Competitor Pricing,Decreasing,Regular
8149,27-01-2024,99,274,36.88,No,None,Competitor Pricing,Decreasing,Premium
6030,28-07-2024,85,366,55.45,No,Holiday,None,Stable,Premium
5670,06-08-2024,68,445,72.79,Yes,None,Economic Indicator,Increasing,Regular
5622,27-05-2024,28,428,49.14,No,Holiday,None,Stable,Budget
4822,29-05-2024,4,247,89.92,Yes,Holiday,Competitor Pricing,Decreasing,Budget
2833,22-12-2024,88,167,52.22,Yes,Festival,None,Stable,Premium
2122,16-12-2024,57,45,42.21,Yes,Festival,Economic Indicator,Stable,Budget
9416,11-05-2024,58,239,53.31,No,Holiday,Economic Indicator,Increasing,Budget
5694,03-11-2024,70,234,15.5,No,Festival,Weather,Increasing,Regular
5166,02-09-2024,5,456,80.47,Yes,Festival,Economic Indicator,Increasing,Regular
5738,16-02-2024,36,122,15.34,No,Festival,Competitor Pricing,Decreasing,Budget
2488,19-09-2024,18,86,71.63,No,Festival,None,Stable,Budget
3758,06-03-2024,66,332,66.1,No,Holiday,Economic Indicator,Increasing,Premium
2143,07-03-2024,64,45,33.65,Yes,Holiday,Economic Indicator,Increasing,Budget
8272,28-05-2024,2,42,95.6,Yes,None,Competitor Pricing,Decreasing,Regular
3204,21-12-2024,43,497,89.24,No,None,None,Decreasing,Budget
3703,13-05-2024,73,139,37.64,No,Holiday,Competitor Pricing,Decreasing,Regular
6446,13-04-2024,90,38,98.53,No,Festival,None,Increasing,Premium
3618,17-06-2024,91,108,44.66,No,Festival,Competitor Pricing,Stable,Premium
8294,17-07-2024,58,48,26.53,Yes,None,None,Decreasing,Regular
8687,18-12-2024,80,45,61.25,No,Festival,Weather,Stable,Premium
8462,29-08-2024,54,410,91.77,No,Holiday,Economic Indicator,Increasing,Regular
7631,02-01-2024,27,438,37.94,No,None,Weather,Increasing,Budget
3732,13-01-2024,62,14,78.23,No,None,None,Decreasing,Premium
8356,20-09-2024,48,167,98.37,Yes,Holiday,Competitor Pricing,Stable,Regular
5441,17-02-2024,61,207,6.12,No,None,Competitor Pricing,Stable,Regular
4834,15-09-2024,45,26,73.1,Yes,None,Competitor Pricing,Decreasing,Premium
2749,30-07-2024,58,457,29.18,Yes,None,Weather,Increasing,Budget
6947,20-02-2024,47,431,72.02,No,Festival,Weather,Stable,Budget
3152,29-09-2024,83,319,69.95,Yes,None,Economic Indicator,Increasing,Budget
4587,11-06-2024,76,430,97.91,Yes,Festival,Weather,Stable,Premium
7208,22-04-2024,60,135,5.42,No,Festival,Weather,Stable,Regular
1687,13-03-2024,75,114,28.96,No,Festival,Economic Indicator,Increasing,Regular
4425,24-01-2024,99,239,60.02,Yes,Festival,Economic Indicator,Decreasing,Budget
9992,05-07-2024,94,345,38.4,No,Holiday,Economic Indicator,Decreasing,Premium
1303,05-04-2024,72,180,72.37,No,Holiday,Competitor Pricing,Increasing,Premium
7769,16-05-2024,65,335,52,No,None,Economic Indicator,Decreasing,Premium
5699,09-03-2024,47,335,61.95,No,Festival,Competitor Pricing,Decreasing,Premium
1608,08-10-2024,15,155,29.83,No,Festival,None,Stable,Premium
4199,23-07-2024,20,107,19.27,No,Holiday,Economic Indicator,Increasing,Budget
5226,07-09-2024,21,52,43.9,No,None,None,Decreasing,Budget
2070,25-01-2024,68,218,61.88,Yes,Holiday,Weather,Increasing,Budget
4773,17-03-2024,26,156,81.2,Yes,Holiday,Competitor Pricing,Decreasing,Premium
5779,30-09-2024,61,470,7.47,Yes,Festival,None,Stable,Budget
4787,22-07-2024,46,481,29.11,No,Festival,Weather,Stable,Premium
9766,11-09-2024,45,494,7.65,No,None,None,Increasing,Budget
5192,15-05-2024,16,437,32.45,Yes,None,None,Stable,Budget
5244,30-11-2024,58,353,38.25,No,None,Weather,Decreasing,Budget
6475,23-12-2024,14,41,31.75,No,Festival,Economic Indicator,Increasing,Premium
7765,17-04-2024,68,221,47.55,Yes,Holiday,None,Decreasing,Premium
6630,09-02-2024,27,406,43.87,No,Holiday,Economic Indicator,Decreasing,Regular
4906,27-03-2024,19,280,45.09,Yes,Festival,Weather,Increasing,Regular
4614,07-11-2024,46,64,51.04,No,Festival,Weather,Stable,Regular
8815,28-03-2024,77,192,99.52,Yes,Holiday,None,Increasing,Premium
3004,22-06-2024,66,183,22.2,No,Festival,Economic Indicator,Decreasing,Regular
8338,27-02-2024,80,125,66.02,No,None,Weather,Increasing,Regular
2117,09-02-2024,43,361,50.33,Yes,None,Economic Indicator,Stable,Budget
6567,30-01-2024,82,344,84.87,No,Holiday,Weather,Increasing,Budget
9938,20-07-2024,38,198,62.6,No,Holiday,None,Increasing,Premium
9456,24-08-2024,1,414,50.17,No,None,Weather,Decreasing,Budget
6524,30-11-2024,40,144,54.3,Yes,None,None,Increasing,Budget
4945,15-05-2024,69,133,37.12,No,Festival,Competitor Pricing,Increasing,Premium
9456,20-09-2024,72,304,41.1,Yes,None,Economic Indicator,Decreasing,Budget
3529,18-05-2024,47,442,15.48,No,Festival,None,Stable,Regular
3214,14-03-2024,91,251,80.2,No,None,Weather,Decreasing,Budget
7495,15-01-2024,53,22,83.75,No,Holiday,Competitor Pricing,Increasing,Budget
4665,26-07-2024,21,133,68.78,No,Holiday,Competitor Pricing,Decreasing,Budget
4235,21-03-2024,32,455,6.64,Yes,Festival,Economic Indicator,Decreasing,Regular
8956,19-08-2024,33,324,85.42,No,Festival,Economic Indicator,Increasing,Budget
2153,05-02-2024,29,100,66.34,No,Holiday,None,Stable,Premium
3177,13-05-2024,23,215,40.98,No,Festival,Weather,Stable,Budget
9704,04-12-2024,59,60,18.9,No,Holiday,Weather,Decreasing,Premium
8995,29-06-2024,34,237,88.98,No,Festival,None,Stable,Premium
8038,20-01-2024,71,159,60.23,Yes,None,Competitor Pricing,Decreasing,Regular
7538,28-01-2024,2,156,70.18,No,Festival,Competitor Pricing,Increasing,Regular
7873,21-05-2024,97,408,19.47,No,None,Economic Indicator,Decreasing,Premium
3397,13-10-2024,66,464,37.5,No,Festival,Economic Indicator,Stable,Premium
4720,22-12-2024,7,42,80.29,Yes,None,Competitor Pricing,Increasing,Premium
2974,16-07-2024,34,160,32.21,No,Festival,Economic Indicator,Stable,Premium
9157,17-12-2024,89,166,36.59,Yes,Festival,None,Decreasing,Budget
9088,06-03-2024,84,363,59,Yes,Festival,Economic Indicator,Increasing,Regular
7104,23-01-2024,68,354,65.03,No,Holiday,None,Increasing,Regular
5615,08-05-2024,15,95,71.25,No,Festival,Weather,Stable,Premium
7788,21-10-2024,83,102,88.26,Yes,Festival,Competitor Pricing,Stable,Budget
9417,19-06-2024,41,380,98.09,Yes,Festival,Economic Indicator,Increasing,Budget
5851,28-04-2024,96,455,33.23,Yes,Holiday,None,Decreasing,Regular
4542,08-07-2024,42,122,99.87,Yes,None,Weather,Increasing,Premium
7047,16-01-2024,83,19,26.42,Yes,Festival,Economic Indicator,Stable,Regular
4820,05-02-2024,44,468,17.77,Yes,None,Competitor Pricing,Decreasing,Budget
6010,18-02-2024,42,105,87.72,Yes,Festival,Weather,Decreasing,Premium
9128,20-08-2024,66,441,53.63,Yes,Holiday,Weather,Decreasing,Regular
2594,04-05-2024,32,464,98.7,Yes,Festival,Weather,Increasing,Budget
9530,25-10-2024,27,457,20.01,No,Holiday,Weather,Increasing,Premium
5503,05-12-2024,10,305,13.11,Yes,Holiday,None,Decreasing,Premium
6840,10-08-2024,5,36,22.78,No,None,None,Stable,Regular
2143,28-03-2024,71,84,32.83,No,None,Economic Indicator,Decreasing,Premium
6561,09-07-2024,79,244,40.15,No,None,Competitor Pricing,Increasing,Regular
7394,19-03-2024,52,184,92.85,Yes,Festival,Economic Indicator,Stable,Budget
9255,21-02-2024,61,346,77.84,Yes,Festival,Competitor Pricing,Decreasing,Budget
9513,13-05-2024,39,191,33.06,Yes,Holiday,None,Increasing,Regular
2679,09-02-2024,12,469,66.47,No,Festival,Competitor Pricing,Increasing,Regular
2799,05-05-2024,80,416,6.7,Yes,Festival,None,Decreasing,Premium
1177,13-07-2024,20,369,73.63,Yes,None,Weather,Stable,Budget
4253,07-04-2024,40,321,68.34,No,None,Weather,Stable,Regular
3538,29-10-2024,29,462,48.69,No,Festival,None,Decreasing,Budget
8198,16-02-2024,75,101,81.95,No,None,Weather,Increasing,Budget
5822,14-12-2024,99,431,97.17,No,Festival,None,Decreasing,Premium
8313,22-08-2024,4,153,7.09,No,None,Economic Indicator,Stable,Budget
6211,28-08-2024,75,123,93.59,Yes,None,Economic Indicator,Increasing,Premium
6878,05-05-2024,59,151,71.75,No,None,Weather,Increasing,Premium
8667,30-03-2024,44,1,20.15,No,None,Weather,Decreasing,Budget
9780,28-01-2024,13,392,78.18,No,Holiday,Economic Indicator,Stable,Premium
8688,22-12-2024,52,376,5.21,No,Holiday,Competitor Pricing,Increasing,Budget
6219,09-05-2024,31,123,47.73,No,None,Weather,Decreasing,Regular
3707,10-03-2024,94,489,27.15,No,Festival,Competitor Pricing,Decreasing,Regular
9972,07-08-2024,66,234,56.29,No,None,Economic Indicator,Decreasing,Premium
7255,22-02-2024,34,241,42.08,Yes,None,None,Increasing,Premium
3051,14-02-2024,65,109,34.63,No,Festival,None,Increasing,Budget
7506,08-09-2024,80,82,81.51,No,Festival,Weather,Decreasing,Budget
3438,01-01-2024,85,47,56.66,No,None,Economic Indicator,Stable,Premium
2966,01-08-2024,7,77,41.27,Yes,Festival,Competitor Pricing,Increasing,Regular
3732,26-09-2024,90,60,19.28,Yes,Holiday,None,Increasing,Budget
3548,23-07-2024,32,239,38.57,No,Holiday,Competitor Pricing,Decreasing,Regular
6933,17-08-2024,51,196,40.99,No,Holiday,Weather,Stable,Regular
9764,13-11-2024,54,308,82.39,No,Holiday,Competitor Pricing,Decreasing,Regular
4525,18-08-2024,20,262,61.16,No,Festival,Weather,Increasing,Budget
1092,25-03-2024,72,272,84.45,No,None,Economic Indicator,Stable,Premium
3643,22-03-2024,64,372,88.94,Yes,Holiday,Weather,Decreasing,Premium
1056,16-12-2024,80,242,11.13,No,None,Competitor Pricing,Stable,Regular
9445,03-02-2024,70,128,47.11,No,None,Competitor Pricing,Stable,Premium
4146,13-11-2024,25,237,46.37,No,None,Competitor Pricing,Stable,Premium
2931,31-05-2024,96,300,89.82,No,Festival,Economic Indicator,Stable,Budget
2338,20-02-2024,46,46,29.6,No,None,Weather,Increasing,Premium
7327,12-04-2024,95,119,63.05,Yes,Holiday,Weather,Decreasing,Regular
1306,27-01-2024,95,18,74.99,Yes,None,Economic Indicator,Stable,Budget
2778,03-06-2024,60,137,42.1,Yes,Festival,None,Stable,Regular
1340,12-10-2024,46,93,24.77,No,Festival,Weather,Stable,Budget
7559,23-08-2024,55,409,8.08,Yes,Festival,Competitor Pricing,Decreasing,Budget
5700,09-08-2024,55,92,47.84,Yes,None,Weather,Increasing,Premium
8162,16-11-2024,38,86,9.46,Yes,Holiday,Weather,Stable,Budget
9693,13-05-2024,92,205,32.52,Yes,None,Weather,Stable,Budget
1122,17-09-2024,36,43,98.68,Yes,Holiday,Economic Indicator,Stable,Budget
2287,04-08-2024,65,458,79.76,Yes,None,Economic Indicator,Increasing,Premium
6432,11-07-2024,65,5,85.55,Yes,Festival,Economic Indicator,Decreasing,Budget
2626,23-07-2024,61,195,42.96,No,Holiday,Competitor Pricing,Stable,Premium
4521,15-04-2024,78,119,94.18,No,None,None,Increasing,Regular
6351,18-09-2024,19,96,6.77,Yes,Holiday,Economic Indicator,Stable,Budget
4963,23-10-2024,96,172,5.53,No,None,Economic Indicator,Increasing,Premium
4695,10-09-2024,29,296,49.29,No,None,Competitor Pricing,Stable,Premium
6479,07-01-2024,42,278,48.36,Yes,Festival,Competitor Pricing,Decreasing,Premium
1455,07-02-2024,70,225,58.16,Yes,Holiday,Weather,Stable,Budget
4468,08-07-2024,28,263,71.97,Yes,Holiday,Economic Indicator,Stable,Regular
8899,07-12-2024,98,283,84.49,Yes,Festival,Competitor Pricing,Stable,Premium
7086,06-11-2024,70,105,22.42,Yes,None,Weather,Stable,Premium
3500,10-08-2024,87,487,63.59,No,Festival,Competitor Pricing,Decreasing,Premium
4792,05-07-2024,48,278,23.89,Yes,None,Weather,Increasing,Budget
8900,16-02-2024,41,188,98.83,Yes,None,None,Decreasing,Regular
4987,07-03-2024,56,217,15.08,Yes,Holiday,Economic Indicator,Increasing,Budget
8473,19-05-2024,68,152,97.03,Yes,None,Weather,Stable,Regular
2007,12-08-2024,3,62,20.26,Yes,None,Economic Indicator,Decreasing,Budget
6008,22-01-2024,50,256,58.15,Yes,None,Weather,Increasing,Budget
3216,25-02-2024,16,397,14.14,No,Holiday,Economic Indicator,Stable,Premium
6519,18-10-2024,82,129,5.65,No,Festival,Economic Indicator,Increasing,Regular
1199,02-04-2024,29,177,10.18,No,Holiday,Economic Indicator,Stable,Premium
1878,20-12-2024,77,357,57.08,Yes,Festival,Economic Indicator,Stable,Premium
2032,07-01-2024,19,422,87.72,No,Holiday,None,Stable,Regular
4403,09-03-2024,88,161,9.21,Yes,Festival,Competitor Pricing,Stable,Budget
7147,18-05-2024,5,4,60.65,Yes,None,Competitor Pricing,Stable,Budget
2631,07-06-2024,64,353,69.92,Yes,None,None,Stable,Budget
1873,04-10-2024,78,456,63.73,No,Holiday,Competitor Pricing,Decreasing,Budget
7833,12-09-2024,85,472,9.19,Yes,Holiday,None,Increasing,Regular
4624,28-02-2024,54,470,12.78,No,Festival,Economic Indicator,Stable,Premium
4225,14-06-2024,48,361,57.23,No,None,Weather,Decreasing,Premium
7638,01-07-2024,65,122,32.57,No,None,None,Decreasing,Premium
1476,15-01-2024,56,397,38.6,No,Festival,Economic Indicator,Increasing,Budget
6106,01-10-2024,33,357,14.43,Yes,Holiday,Economic Indicator,Increasing,Regular
7380,02-06-2024,69,184,72.57,No,Festival,None,Decreasing,Premium
2472,27-07-2024,76,77,38.97,Yes,None,Economic Indicator,Decreasing,Regular
6583,12-12-2024,94,68,95.42,No,None,Economic Indicator,Stable,Budget
6714,03-06-2024,76,186,73.66,Yes,Festival,Competitor Pricing,Decreasing,Premium
8840,17-10-2024,34,98,15.21,No,Festival,Competitor Pricing,Stable,Regular
5441,06-11-2024,88,28,46.78,No,Holiday,Competitor Pricing,Decreasing,Premium
7568,30-07-2024,25,320,40.77,Yes,None,None,Increasing,Premium
2088,04-05-2024,53,9,57.67,Yes,Holiday,None,Increasing,Regular
7845,09-09-2024,96,499,16.51,Yes,None,Competitor Pricing,Increasing,Regular
5080,26-06-2024,47,445,56.42,No,Festival,Weather,Decreasing,Regular
1498,14-10-2024,10,292,49.23,Yes,None,Weather,Increasing,Regular
2095,26-10-2024,9,405,92.13,Yes,Holiday,Economic Indicator,Increasing,Regular
5823,20-02-2024,58,370,15.71,Yes,Festival,Competitor Pricing,Stable,Budget
9642,21-07-2024,53,467,53.36,No,Festival,Competitor Pricing,Decreasing,Regular
8157,24-07-2024,8,230,5.61,No,Holiday,Weather,Stable,Premium
7469,08-06-2024,44,47,19.37,Yes,None,None,Decreasing,Premium
7546,07-08-2024,93,412,21.61,Yes,Holiday,Economic Indicator,Decreasing,Budget
1844,22-09-2024,22,213,82.36,No,None,None,Stable,Regular
7752,14-02-2024,72,183,38.49,Yes,Holiday,Competitor Pricing,Decreasing,Regular
2687,17-06-2024,62,497,60.07,No,None,Weather,Decreasing,Budget
5659,12-03-2024,30,94,75.82,No,Holiday,Competitor Pricing,Stable,Premium
1129,02-10-2024,84,87,72.02,No,Holiday,None,Increasing,Premium
7123,27-08-2024,15,474,68.23,Yes,Holiday,Economic Indicator,Stable,Premium
8010,01-07-2024,9,327,45.24,Yes,None,None,Decreasing,Regular
7199,17-07-2024,43,306,52.33,No,Holiday,None,Increasing,Premium
5396,12-06-2024,69,133,10.1,Yes,None,None,Increasing,Budget
4795,15-01-2024,98,125,41.06,Yes,Festival,Weather,Increasing,Budget
8674,12-09-2024,53,32,41.62,Yes,None,None,Stable,Premium
7710,06-12-2024,4,470,85.28,No,Holiday,Weather,Stable,Premium
1772,30-01-2024,69,262,46.36,No,Holiday,Weather,Stable,Budget
5034,13-07-2024,67,251,14.03,Yes,Holiday,Competitor Pricing,Increasing,Regular
3598,17-06-2024,80,46,73.96,Yes,Festival,Competitor Pricing,Increasing,Budget
4629,28-01-2024,65,316,36.16,Yes,None,Weather,Decreasing,Premium
1000,20-06-2024,88,261,74.59,Yes,Holiday,Weather,Decreasing,Premium
2674,21-07-2024,93,385,56.42,Yes,None,Weather,Decreasing,Premium
9923,25-07-2024,37,238,26.2,Yes,None,Competitor Pricing,Increasing,Premium
5979,07-07-2024,77,409,63.71,Yes,None,Competitor Pricing,Stable,Regular
9660,02-08-2024,88,150,62.98,Yes,Festival,None,Decreasing,Budget
4300,03-03-2024,68,102,65.26,Yes,Holiday,None,Decreasing,Premium
7744,17-10-2024,88,310,77.3,Yes,Festival,Competitor Pricing,Stable,Regular
9215,19-05-2024,48,355,54.73,Yes,Festival,None,Stable,Budget
2020,30-08-2024,18,45,71.75,Yes,Festival,None,Stable,Budget
8940,16-09-2024,79,393,70.2,Yes,None,Competitor Pricing,Increasing,Budget
1760,25-05-2024,96,207,98.61,No,Holiday,Economic Indicator,Increasing,Regular
7851,29-12-2024,53,77,59.03,No,Festival,Weather,Increasing,Premium
5433,03-07-2024,36,449,27.38,No,Holiday,Economic Indicator,Stable,Regular
5468,09-01-2024,50,180,58.72,Yes,None,Weather,Increasing,Regular
7349,18-01-2024,65,326,51.34,No,Festival,Economic Indicator,Stable,Budget
1764,12-06-2024,32,458,30.19,No,Festival,Economic Indicator,Stable,Budget
1419,28-05-2024,39,385,72.37,No,None,Economic Indicator,Increasing,Regular
8347,24-08-2024,43,307,51.43,Yes,Festival,Weather,Decreasing,Budget
5009,12-09-2024,27,125,38.03,No,None,Competitor Pricing,Stable,Premium
1469,18-06-2024,46,259,71.06,Yes,Festival,Economic Indicator,Increasing,Regular
6067,10-12-2024,32,447,50.18,No,Festival,Competitor Pricing,Decreasing,Budget
4275,08-01-2024,30,246,40.75,No,Festival,Economic Indicator,Increasing,Budget
6922,12-03-2024,3,233,13.33,No,None,None,Increasing,Premium
9751,19-01-2024,1,164,75.51,No,Holiday,Competitor Pricing,Increasing,Budget
1021,05-06-2024,43,17,82.87,No,None,Competitor Pricing,Decreasing,Premium
6697,14-10-2024,41,312,87.16,No,None,Economic Indicator,Increasing,Budget
4342,03-06-2024,42,335,58.55,No,Festival,Competitor Pricing,Decreasing,Premium
8664,21-04-2024,17,269,44.34,No,None,None,Stable,Budget
2301,28-07-2024,29,86,75.59,Yes,None,Weather,Stable,Regular
8646,02-10-2024,88,437,86.89,No,None,None,Stable,Premium
8114,24-07-2024,38,358,45.18,Yes,Holiday,Economic Indicator,Stable,Budget
6534,27-04-2024,8,29,54.68,Yes,Festival,Weather,Stable,Premium
7542,19-10-2024,59,338,74.48,No,Holiday,Economic Indicator,Decreasing,Budget
2557,26-06-2024,66,222,46.28,Yes,None,Competitor Pricing,Increasing,Budget
6344,01-04-2024,78,199,93.86,Yes,Festival,Weather,Increasing,Regular
6092,16-03-2024,79,36,92.98,Yes,Holiday,Weather,Decreasing,Budget
1235,29-07-2024,46,187,81.85,Yes,Holiday,Weather,Increasing,Budget
7839,19-05-2024,38,73,33.53,No,Festival,Economic Indicator,Increasing,Budget
9022,03-12-2024,76,337,73.75,Yes,Festival,Economic Indicator,Stable,Premium
4913,25-03-2024,62,88,78.77,No,Festival,Weather,Increasing,Premium
6481,09-05-2024,87,27,52.45,Yes,Festival,Weather,Decreasing,Premium
4436,14-01-2024,42,386,65.22,No,Festival,Weather,Decreasing,Regular
9881,07-01-2024,72,449,94.34,Yes,None,Competitor Pricing,Increasing,Budget
9252,04-09-2024,3,128,25.99,No,Holiday,Weather,Decreasing,Premium
9788,30-05-2024,65,427,62.83,No,None,Weather,Decreasing,Premium
6505,02-06-2024,67,303,11.2,Yes,None,Weather,Stable,Budget
9289,18-01-2024,86,419,68.29,Yes,Festival,Weather,Decreasing,Budget
3435,02-04-2024,69,58,41.95,Yes,Festival,Economic Indicator,Increasing,Regular
3724,03-05-2024,27,41,26.52,Yes,None,None,Decreasing,Premium
